"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SARNP",-4.27421720148223,6.67836558378123,-3.09376238293133,0.00542714644171642,0.0318513413412579,-2.46871021264695
"APOA2",-4.21423816387652,6.74254489963737,-3.0930206281422,0.00543647392370869,0.0318513413412579,-2.47158082365102
"NDUFA11",-4.22155735053602,6.71295160842983,-3.08688978326319,0.00551416377265838,0.0320550999079829,-2.48279309246222
"FUNDC2",2.45153822180295,7.8427282156411,2.95201657746479,0.00752058787145812,0.0399849049108841,-2.48657535870111
"RPS3",2.40646068428353,7.77342264793639,2.95366920760326,0.0074922119056685,0.0399763020966741,-2.49925904112346
"UBXN1",-4.33948663720326,6.73428137554698,-3.06678000273177,0.00577659137391599,0.0331931827408865,-2.49956304049426
"IGKV4-1",-4.2090749357301,6.73297021870791,-3.06372265973608,0.00581752985356973,0.033300343299744,-2.5121832936709
"ANP32A",-4.2429745146081,6.64255579278493,-3.0586954731607,0.00588545413655553,0.0334329600000531,-2.51976903168273
"RPL23",2.40024780124491,7.80317106145297,2.93319352370249,0.00785114471925069,0.0413014444033822,-2.5246354633797
"ATP5IF1",2.34604290540964,8.22729797151628,2.89932447823469,0.0084813084677651,0.0443044575204233,-2.52704379511815
"MT-ATP6",2.34400698626117,7.95519846261823,2.89015140462346,0.00866014430670631,0.044924498591039,-2.54194776424324
"SZRD1",-4.20044692849168,6.62775684818684,-3.02253759457547,0.00639702288921529,0.0353968599869913,-2.56828046420754
"ARPC2",-4.16344177295188,6.59612802856621,-3.02047262639846,0.00642749620398176,0.0354342410654935,-2.5814021791571
"DNPH1",-4.25277494423664,6.68593010633789,-3.00532679294356,0.00665531775444098,0.0362884843983023,-2.58627546845347
"NAXD",2.5970154179218,7.75773515215035,2.89318747179974,0.0086005582301379,0.0447708501596725,-2.58966365775059
"GLRX3",-4.19016126331707,6.62131716741936,-3.00588998866867,0.00664670886522093,0.0362884843983023,-2.59066969996638
"RPL8",2.21532352390849,8.06781218578748,2.87610068822005,0.0089410840457153,0.0460312779899328,-2.59573115790503
"TBCB",-4.16302837759993,6.60109746142688,-3.00057745485831,0.00672834300104158,0.0364629435106026,-2.60254227359661
"NUDC",-4.18041989528314,6.61326491142758,-2.99752735331169,0.00677564676240518,0.0365444630434416,-2.60347425043039
"ACTR3",-4.14229976831812,6.61005284481559,-3.00007419258002,0.00673612611039245,0.0364629435106026,-2.60765328069773
"NPEPL1",2.55679316779574,7.67838319373371,2.88637121624309,0.00873488658630617,0.0451554344634651,-2.61789472061712
"CMPK1",2.44797289959344,7.8255082844234,2.84337432501584,0.0096295931117976,0.0491010652185175,-2.63728145653054
"DCTN4",-4.13567680009105,6.59220596845657,-2.960292787576,0.00737951158820619,0.0395160943110396,-2.65385245253839
"CLTC",-4.067315470191,6.55508379724483,-2.94137906786659,0.00770571898735191,0.0406796613678578,-2.69559393234645
"HNRNPR",3.96280473832763,5.79182138300348,3.18971298530376,0.00434257708825826,0.0284553077625344,-2.71270059137864
"COL1A1",2.1682594992789,8.10925030387397,2.79446874150828,0.010753475177426,0.0540932387712943,-2.71311780769805
"HSD17B8",3.17661500795316,8.73402091127464,3.76403242479398,0.00111431497512539,0.0134661760517463,-2.75904622499348
"CALD1",-3.95213662673877,6.40016976533109,-2.86359604335614,0.00919841862861078,0.0470631418874812,-2.78828277541418
"APPL1",-3.92357239260625,6.43828792760699,-2.84079594341484,0.00968593719018074,0.0492203747011225,-2.81706179105747
"SSBP1",3.00559822416542,8.87691689295959,3.63051691653062,0.00153337166729957,0.0154742988107832,-2.82782129600619
"CP",-3.92679508919714,6.4430234063976,-2.82880404689598,0.00995214807385212,0.050401726177407,-2.83222270812216
"YWHAQ",-3.83729074131569,6.37060257570412,-2.78762381042253,0.010920402620998,0.0545654900193011,-2.89314342651327
"ELOB",-3.88217208523359,6.33035430536487,-2.77028850084803,0.0113542524242292,0.0565441770726616,-2.91151568883522
"AKR1A1",-3.79614675065249,6.27325665122997,-2.7429649755707,0.0120714819785225,0.0595207725277642,-2.95342644790661
"PDCD5",-3.84682254175437,6.30632689075911,-2.73734953256916,0.0122241168864842,0.0595725231524992,-2.95450272195421
"PCBD1",-3.87240225543475,6.33151815971482,-2.73437298985346,0.0123057635687182,0.0595725231524992,-2.95754516773263
"PRPSAP2",-3.75171298059612,6.28340956785479,-2.74366375130125,0.0120526153405026,0.0595207725277642,-2.95971891420715
"YARS1",-3.77794365980124,6.26045084531993,-2.7363427624019,0.0122516749677526,0.0595725231524992,-2.96106947182531
"RAC1",-3.81254835140715,6.27597445383179,-2.73390731833647,0.0123185836394209,0.0595725231524992,-2.9631922649111
"EPPK1",3.8047667290175,3.96254090786323,3.40959573653767,0.00259132134907837,0.0206196257028559,-2.98962925071492
"WDR77",-3.74175300170551,6.24275385142773,-2.71434996293278,0.0128685793688509,0.0620182502485909,-2.99465514775661
"ALAD",1.9019841950123,8.24352205197656,2.59481767474731,0.0167684481322927,0.0782876922176415,-2.99687854787459
"PLS3",1.94245163506206,8.33241236105543,2.59533682406889,0.0167493266263922,0.0782876922176415,-2.99962494904307
"RPS2",-3.70952656699275,6.24307242824062,-2.69010732447736,0.0135826372785227,0.0652490678267294,-3.03254442912161
"PLCD4",1.8692349342314,8.29446280088013,2.54986843713651,0.0185039962557766,0.0850614474034777,-3.07406029599212
"L2HGDH",3.16579406140438,8.97883328246797,3.73376141174592,0.00119809114328207,0.0140940800634914,-3.08476531857759
"SAMM50",3.13410943916868,8.75236908884225,3.68484671019928,0.00134679854236258,0.0150157986738037,-3.09509315035373
"NQO2",3.28550720796232,9.03913256974538,3.84703275583804,0.000913191710598364,0.0121813251395889,-3.11058208272507
"LDHD",3.48778513451415,6.16705012981258,2.82691360175135,0.00999474591277905,0.0504464540327429,-3.1132277393801
"SETD7",1.82379116105626,8.20795014459786,2.50479766400649,0.0204121219965368,0.0913045217449881,-3.14570554858374
"GLRX",-3.47858402577418,6.0854523664981,-2.55874106825347,0.0181486033292675,0.0842050104780298,-3.19206036806795
"MTX2",3.05794583668713,6.87473925354625,2.65083693645555,0.0148193718766394,0.0705100050436282,-3.19398432958536
"MAT2A",-3.51883075196858,6.10665078569793,-2.55420863006855,0.0183293429881303,0.0845186371119341,-3.19447395571338
"PAK2",-3.47134375918256,6.08215174124183,-2.55634960440028,0.0182437583268391,0.0843844425396211,-3.19638691441053
"NID1",1.81763043821399,8.15065483269477,2.45515212815508,0.0227257347969607,0.0967751204756137,-3.24339915923972
"PSMD9",-3.40392424771811,6.03963354372148,-2.51545734227944,0.019944906447023,0.0901627800677487,-3.25219143973915
"COL4A1",1.76558413464307,8.38454780395969,2.45015731832831,0.0229715522389407,0.0967751204756137,-3.26277173469188
"TIMM13",3.7314677923182,4.06984132854917,3.06102591762053,0.00585387201289803,0.0333804762872888,-3.26604632060281
"PLPBP",-3.42874313953926,5.9908563199274,-2.48849963114576,0.0211462619009177,0.0940253430951521,-3.27924563658728
"STX4",3.06057654344587,6.65852345540877,2.61466675387643,0.0160517767767788,0.0756509605820425,-3.29463270341548
"TNPO1",1.69496595071986,8.32150030215024,2.42196914881016,0.0244057764326968,0.100472223320535,-3.29555742975261
"PFKL",-3.63660429807684,6.20382340097406,-2.47028356756013,0.0219959042336764,0.0967751204756137,-3.30276423650943
"PFDN4",-3.38208000642885,5.95299080344997,-2.46622708826956,0.0221893884488682,0.0967751204756137,-3.30996312963456
"BOLA2",-3.3819118537098,5.94744201047655,-2.46167357619336,0.0224084670342625,0.0967751204756137,-3.31427951632377
"CDV3",-3.34886537240216,5.9453291381702,-2.46237293459021,0.022374689149103,0.0967751204756137,-3.31557843983875
"LIMCH1",-3.35172285822105,5.9490464276761,-2.46129622284054,0.02242671230039,0.0967751204756137,-3.31792303645715
"NAPRT",-3.37135262146323,5.93999326019241,-2.45833839501729,0.0225702047051685,0.0967751204756137,-3.31868448916395
"FIS1",4.11210228249746,4.66168421376399,2.9453212117584,0.00763660726061883,0.0404577703807253,-3.31955136043884
"LRRC2",-3.32719195338578,5.99416704462911,-2.463690103331,0.0223112006621953,0.0967751204756137,-3.32019174950858
"EIF4E",-3.36641962130924,5.93598107354965,-2.45659489200292,0.0226551865730109,0.0967751204756137,-3.32147295808902
"RCN1",2.93547331424076,6.88863224382633,2.54448981815553,0.0187225999680511,0.0858023446388601,-3.32614753586123
"DBT",3.31950299310912,6.17479559357323,2.66032121100116,0.0145113037890296,0.0694868200666993,-3.3324680110707
"CAP1",1.63300268325172,8.27030323643505,2.37832054097884,0.0267913254963948,0.108500990241481,-3.37198711067057
"COL6A2",2.94751720182972,6.84658223274227,2.49843646889923,0.0206957830365693,0.0922970144974165,-3.39543372490086
"CACNA1S",1.72105594476559,8.10946021423513,2.35058767142976,0.0284171776251833,0.113516746984021,-3.40820549245387
"CD38",3.43911257760066,3.97322652000766,2.87487837004593,0.00896593165667365,0.0460312779899328,-3.41278259837176
"MRPS31",2.96937206714471,6.81717059437675,2.44967485655456,0.0229954268867757,0.0967751204756137,-3.4712197705749
"TRIP10",1.6733315443815,8.23671476646329,2.32613456649503,0.0299257531413864,0.117346654050476,-3.50520350357928
"PURB",2.99192508160622,6.55960854628655,2.45265627104755,0.0228482598864663,0.0967751204756137,-3.51505554406525
"DDT",-3.07820911770774,5.78877201204002,-2.29639024150808,0.0318599945168481,0.122048286687618,-3.52254849841193
"PSMD12",2.89810867038622,8.95636398614125,3.49140691654222,0.0021349816957038,0.0189073192863481,-3.53951206504994
"SSB",-2.98754041028901,5.75779732491973,-2.26789415144573,0.0338200590458681,0.126002913253184,-3.56216045199968
"GNPDA1",-3.01363023864198,5.72747352222372,-2.25575731472563,0.0346879254071081,0.127644730438964,-3.5754285747952
"MYH1",1.80174511746549,8.42807356076423,2.37819588193533,0.0267984373487994,0.108500990241481,-3.60508132556641
"EPHX1",2.84746162081809,8.94262397370384,3.4410475910764,0.00240557443537224,0.0195689552776564,-3.60863037962029
"RPL19",2.68223646919842,7.18091693787419,2.27980548332426,0.032987689576737,0.124770467402117,-3.61810798762778
"SND1",-3.04171541833583,5.84095446811837,-2.22283172328269,0.0371458427394615,0.134048041190231,-3.63269679970834
"OPA1",1.57081271505681,8.26447813078107,2.27498538200955,0.0333222332620111,0.124770467402117,-3.64184510915583
"PPP1R14C",-2.96941660455737,5.66511510452619,-2.19508305946705,0.0393394765179081,0.137344756882027,-3.64827450762266
"LYRM7",2.52752024057416,7.23469029906989,2.23704992625977,0.036065575600548,0.131419438895656,-3.65277815539465
"RWDD1",-2.91624630853972,5.64994418781381,-2.18329434173673,0.0403065721409032,0.13939356198729,-3.66401225330571
"PARVB",-2.86551018847298,5.70247462844213,-2.17992068307104,0.0405872789437697,0.139490557873994,-3.67270461397701
"EZR",-2.8979704322036,5.6218312612942,-2.16490333840559,0.0418584518191522,0.143104180818795,-3.68738887398504
"PBDC1",-2.87821200410685,5.60882349830616,-2.15727202785001,0.0425181523096234,0.145013567741445,-3.69615889918342
"SGTA",-2.86445558169788,5.60340293574337,-2.14862371238223,0.0432771395988578,0.145950443703597,-3.70765286598279
"BPGM",-2.8607409813242,5.60142054666002,-2.14575646316505,0.043531466154632,0.146148338056225,-3.71112226052263
"CD99L2",-2.85345823870743,5.59879581876433,-2.14146423995617,0.0439147156698779,0.147104451145286,-3.71682544498746
"UFM1",-2.82613906815158,5.66813046346924,-2.12875212162872,0.0450677298108625,0.150292831110332,-3.7383621925691
"RALY",3.43415896860653,4.25898781468006,2.46067812922825,0.0224566273781151,0.0967751204756137,-3.74034120792325
"RPS15A",2.90435472077922,8.98521639061044,3.49731924764706,0.00210524097363355,0.0189073192863481,-3.7404111647585
"UGGT1",3.44241465723918,4.26972216314559,2.45309840988665,0.0228265099934229,0.0967751204756137,-3.74589167835523
"SRPRB",3.43128392836284,4.30110292184254,2.45029231954231,0.0229648758245919,0.0967751204756137,-3.74671081839484
"LACTB",2.87313832468101,8.97312928131701,3.45405138963991,0.00233264440226277,0.019329257418469,-3.75800357334932
"RPL5",3.38057465943863,4.35187510726732,2.42185163713619,0.0244119257465557,0.100472223320535,-3.76400056562384
"RPS21",2.77981844975058,3.65213789296481,2.39784892049289,0.0256985311554168,0.105187960400528,-3.76506904516096
"TCP1",1.72799909022542,8.61562432643113,2.43687994491223,0.023637064152673,0.0983670580615416,-3.78622576496983
"CPT1B",3.36437924241075,4.37410634586936,2.38576559441606,0.026369732691724,0.107347086216446,-3.78904206221134
"MYL9",2.75978194276197,3.65619026084969,2.36612867381239,0.0274951952187822,0.111021139613137,-3.7899253472284
"MLF2",3.25972705303344,4.30637607686572,2.36026775775224,0.0278396060652791,0.111807450165395,-3.81842999118549
"TMX3",3.42671848879392,5.02443656575591,2.3293429086571,0.0297237038629532,0.117211473091306,-3.82950895645255
"RRAS",3.30780638511066,4.36404429430856,2.33174601530932,0.0295731887241497,0.117194546296763,-3.83872707456843
"CDSN",3.11026501466068,9.05087926657605,3.66466109481278,0.00141334730839281,0.0153757831715663,-3.84176201094341
"AOC3",3.22149248865774,4.45506939568492,2.31015219259257,0.0309512209909689,0.120419594167988,-3.85091189914832
"MCCC1",3.19696786394359,4.50552836107254,2.29937834558608,0.0316606169943369,0.121909695333864,-3.85896483976743
"HDHD5",3.05745864354479,4.08108608157861,2.24927773838086,0.0351595540866511,0.12874601422906,-3.89584774910336
"COX20",3.04206418583562,4.0860212112299,2.22713052864547,0.0368161572540963,0.133179997427651,-3.9123442773168
"HAX1",3.04157737161845,4.09712360641037,2.20991190364176,0.0381529554453034,0.136039416313325,-3.92541673782353
"PCCA",3.05175405531286,4.10952534536453,2.20081898733236,0.0388765957175047,0.136662668239887,-3.93255163358388
"AKR7A2",1.65487930270063,8.65418119545066,2.38817157602802,0.0262348060785492,0.107089618255062,-3.94068668733615
"ATP6V1A",2.9893035071756,4.08871749458804,2.15363408711436,0.0428359420165548,0.145447494028939,-3.96549456880045
"MYH3",1.6942602895898,8.72981878190899,2.3043369270291,0.0313322881967032,0.121270566232836,-3.98535637164485
"MRPS28",2.89625305070728,4.2091341639294,2.12576764203893,0.0453423599688703,0.150871905998869,-3.9886143155554
"MCCC2",2.88245279247727,4.21177716364874,2.11047965639097,0.046772972724939,0.153918108482509,-3.9996681394757
"ADHFE1",1.76528349184284,8.71391019404254,2.48127687512612,0.021479421394252,0.0952233102760014,-4.01787440071366
"TXNL1",1.56957600792844,8.72257808502262,2.26639371304426,0.0339262633685673,0.126084172817511,-4.44848127873054
"MYPN",1.50860981616283,8.69038918526214,2.23291407975104,0.0363768132581238,0.132231043814202,-4.44971648743558
"CORO6",1.53526688437629,8.71366791710599,2.27736204267975,0.0331568922991482,0.124770467402117,-4.46366901748985
"DCTN1",1.622932224879,8.70522735414504,2.35800357873907,0.0279737214460867,0.11204487892883,-4.49843065981367
"PPP1R3A",1.56521428525833,8.52132449993377,2.28344492142804,0.0327371336265915,0.12445108813773,-4.54873722121811
"MAT2B",-6.38560178213631,8.59125446295334,-2.30460051897721,0.0313149225034744,0.121270566232836,-4.59617789275441
"DUSP3",1.53031377738377,8.72604202946496,2.19889488671005,0.0390313127325569,0.136884462963474,-4.65535347532754
"FECH",1.41795594744369,8.69348062138427,2.1498702170053,0.0431669938101795,0.145931750763837,-4.68453710209785
"ETFDH",1.72774657888288,8.82065518944078,2.41271927352128,0.0248942367085738,0.102175795721454,-4.68547433509567
"IDI2",1.55314480168007,8.80223252425801,2.28819375106797,0.0324128256934164,0.123532555066235,-4.70090452501373
"MUSTN1",1.55711802024219,8.80183008207271,2.28996141156217,0.0322928627612812,0.123390120115995,-4.749903497773
"UBE2N",1.49796877934929,8.77020190461732,2.1938657491348,0.0394383538837948,0.137344756882027,-4.77935225956096
"HINT1",1.53222052456378,8.84740893070497,2.21297687319664,0.0379118133760507,0.135502988478038,-4.98938870396741
"ESYT2",1.63910880182195,8.85247800140075,2.34109791379035,0.0289941025397391,0.115512504518321,-5.04277119031978
"C11orf54",-6.18004076847474,8.61082868956994,-2.08105065355558,0.0496418360605544,0.161932102782682,-5.10940354947604
"CYCS",-6.61395701091582,8.75203511396112,-2.43885229161343,0.0235370825295075,0.0982245846343133,-5.28798961612524
"APOD",1.52655064060496,8.91232257760327,2.20446187365096,0.0385851981414964,0.136393633839534,-5.39680798735365
"LONP1",1.47100026615498,8.85312970329494,2.24540303589785,0.035444374707654,0.12947162790522,-5.75544138951399
"S100A11",1.74004894160753,8.95943693120947,2.44645938539239,0.0231551348676169,0.0969013207064976,-5.95142193762174
"FARSB",1.54982768218629,8.91999480596605,2.27544206054869,0.0332904042647252,0.124770467402117,-6.00364647494074
"TACC2",1.45511647586534,8.90620652312503,2.20405714090687,0.0386174746413139,0.136393633839534,-6.04584923964318
"IGHM",1.77174701559789,8.99614727177787,2.46957079792519,0.0220297874363528,0.0967751204756137,-6.09202242172577
"MLH3",1.51693970755197,8.75166512938872,2.14979176956412,0.0431739182313359,0.145931750763837,-6.15551671741712
"FLG",1.81987065709125,9.04689734024819,2.51474479020677,0.0199758234286645,0.0901627800677487,-6.33370369953339
"RPS10",1.58208997430237,8.96124826413888,2.2997445546557,0.0316362611079317,0.121909695333864,-6.34926078512143
"ALDH1L1",1.46236043517154,8.96401397446079,2.21832326546848,0.0374944963774196,0.134332799970899,-6.35650367587978
"PSMD1",1.46617245931533,8.75432423503762,2.18938739939781,0.0398040598945176,0.138295966238161,-6.40139700300455
"CRKL",1.56530077340377,9.0083028542756,2.27174470416111,0.0335488999054335,0.125305141146794,-6.47835488069815
"TOMM70",1.45796348523741,8.96638779251327,2.21963728152634,0.0373925725859554,0.134332799970899,-6.50640190913972
"VBP1",1.46335289317802,8.99495867226589,2.20190834855286,0.0387892476593406,0.136662668239887,-6.51378270087939
"MTHFD1",1.82963616471975,9.08550767516639,2.50869014151412,0.0202403416942179,0.0910815376239806,-6.57945475231492
"PSMD3",1.42234921093166,8.97457803084884,2.14620267161888,0.0434917986061152,0.146148338056225,-6.5845277254761
"DTNA",1.59006932864325,8.81356545833179,2.29787131462778,0.0317610281388867,0.121981943546264,-6.61599125861727
"KIF5B",1.47844322411522,9.00671849950214,2.22747673831603,0.0367897220690594,0.133179997427651,-6.62712664138508
"APEH",1.59854201342876,9.04044767854978,2.32069550931744,0.0302711744261303,0.118390404692771,-6.64008886840279
"PSMD7",1.46078348438116,9.00688983569897,2.17847526342848,0.0407080878400679,0.139490557873994,-6.72577905024011
"HSPB3",1.46181532169051,9.02411875410737,2.18611473755422,0.0400732539587753,0.138908216738771,-6.81498966777329
"EIF3J",1.57965484643829,9.06200522930521,2.26102547192251,0.0343087439751689,0.126796715131918,-6.91958253477976
"DNAJA2",1.44733256469098,8.83736332993045,2.17998812840089,0.040581649784113,0.139490557873994,-7.02738199984993
"COQ7",1.41333099941775,8.87835111483959,2.1203245976295,0.0458471178552892,0.15221243127956,-7.28305489102214
"PHKA1",1.41507594148696,8.86827885681195,2.11175159587463,0.046652414313855,0.153918108482509,-7.44647378768289
"MTCH2",1.408669664642,8.88385611985539,2.12985298554905,0.0449668086533823,0.150291749727412,-7.47482538248679
"NDUFS6",1.396867804308,8.88829312211837,2.11061324288687,0.0467602977976679,0.153918108482509,-7.48278615595927
"DHRS7C",1.4705023774577,8.91341237393916,2.20577157928006,0.0384809203209016,0.136393633839534,-7.53977511839554
"RTN4",1.59408122372293,9.14152662845394,2.27612674785406,0.0332427359867659,0.124770467402117,-7.66824402335276
"PHPT1",1.97252081039062,9.26178259097409,2.57663288127588,0.0174513239969775,0.0812220500046241,-7.88234082135954
"CAND2",1.36902930008099,9.13028721719363,2.09194875669727,0.0485614977352781,0.159452478278034,-8.07169060465462
"NDUFA6",1.37686853673129,8.96997972483273,2.08659519849362,0.0490895313021907,0.16083280650323,-8.3432724960718
"ACTN3",2.28982415296186,9.3408460718874,2.63821261099021,0.0152390133468139,0.0720477403168986,-9.70214305522806
"TIMM44",1.6343851946899,9.19575308827003,2.11114268396399,0.0467100939100199,0.153918108482509,-12.7944151493687
